,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2996,6620-JDYNW,0,0,0,0,0.25,1,2,0,2,0,2,0,0,0,0,1,3,0.42139303482587065,0.13126586660512346,0
2997,1891-FZYSA,1,1,1,0,0.9583333333333333,1,2,1,0,2,0,0,2,0,0,1,2,0.7134328358208956,0.7067101315485806,1
2998,4770-UEZOX,1,0,0,0,0.027777777777777776,1,0,1,0,2,0,0,0,0,0,1,2,0.5621890547263682,0.014539579967689824,0
2999,1038-RQOST,1,0,1,1,0.2638888888888889,1,0,2,1,1,1,1,1,1,0,0,3,0.023383084577114438,0.045713131779367644,0
3000,7613-LLQFO,1,0,0,0,0.16666666666666666,1,2,1,0,0,0,0,2,0,0,1,2,0.6587064676616915,0.12009577659819987,1
3001,4568-TTZRT,1,0,0,0,0.125,1,0,2,1,1,1,1,1,1,0,0,3,0.021393034825870627,0.018809139164551122,0
3002,9513-DXHDA,1,0,0,0,0.375,1,0,0,2,0,2,2,2,2,1,0,2,0.6313432835820896,0.25314447265174245,0
3003,2640-PMGFL,1,0,0,1,0.375,1,2,1,0,0,0,2,0,0,0,1,2,0.6094527363184079,0.24945188091391648,1
3004,3801-HMYNL,1,0,1,1,0.013888888888888888,1,0,1,0,0,0,0,2,2,0,0,3,0.7054726368159204,0.008117932148626817,1
3005,0516-QREYC,0,1,0,0,0.3333333333333333,1,0,2,1,1,1,1,1,1,0,1,3,0.020398009950248763,0.05090583891068544,0
3006,9685-WKZGT,1,1,0,0,0.19444444444444442,1,2,1,0,0,0,0,0,0,0,1,2,0.564179104477612,0.11746480498499885,1
3007,6022-UGGSO,0,1,0,0,0.4444444444444444,1,0,1,0,2,0,0,0,0,0,1,2,0.5587064676616916,0.2605758135241172,1
3008,8084-OIVBS,0,0,0,0,0.15277777777777776,1,0,2,1,1,1,1,1,1,1,0,3,0.01741293532338306,0.02228825294253404,0
3009,8896-BQTTI,1,0,0,0,0.013888888888888888,1,2,2,1,1,1,1,1,1,0,1,3,0.06716417910447761,0.0007154396492037849,0
3010,3865-QBWSJ,1,1,0,1,0.5277777777777778,1,2,1,2,0,0,0,0,0,0,1,3,0.618905472636816,0.36277982921763213,0
3011,3352-RICWQ,0,0,1,1,0.125,1,0,2,1,1,1,1,1,1,2,0,3,0.014925373134328346,0.02213824140318486,0
3012,2160-GPFXD,1,0,1,1,0.75,1,2,0,2,2,0,2,0,0,2,1,1,0.4716417910447761,0.40940456958227556,0
3013,2065-MMKGR,0,0,0,0,0.40277777777777773,1,2,0,0,0,0,0,2,2,1,1,1,0.5248756218905473,0.23786060466189707,0
3014,5857-TYBCJ,1,1,1,0,0.611111111111111,1,2,1,0,0,2,0,2,0,0,1,2,0.7059701492537314,0.46404338795291944,0
3015,1498-NHTLT,1,0,1,1,0.8194444444444444,1,0,0,2,2,2,2,2,2,2,1,2,0.681592039800995,0.5962612508654512,0
3016,4484-CGXFK,0,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,2,0,1,2,0.3686567164179104,0.02046503577198246,1
3017,1402-PTHGN,0,0,1,1,0.25,1,0,0,2,2,0,2,0,0,1,1,3,0.43034825870646765,0.1233152550196169,0
3018,4176-RELJR,1,1,0,0,0.9305555555555555,1,2,2,1,1,1,1,1,1,2,0,1,0.0681592039800995,0.19078582967920613,0
3019,6214-EDAKZ,0,0,1,1,0.3055555555555555,1,0,0,0,2,0,2,0,0,0,0,2,0.36716417910447763,0.13700092314793447,1
3020,5199-FPUSP,1,0,0,1,0.4583333333333333,0,1,0,2,0,0,2,0,0,1,0,1,0.15721393034825865,0.12637318255250404,0
3021,6377-KSLXC,1,0,0,0,0.06944444444444445,1,0,2,1,1,1,1,1,1,0,0,3,0.01691542288557213,0.01018347565197323,0
3022,1796-JANOW,0,0,0,0,0.027777777777777776,1,0,2,1,1,1,1,1,1,0,0,3,0.01691542288557213,0.002232864066466651,0
3023,0238-WHBIQ,1,0,1,1,1.0,1,2,0,2,2,2,2,2,2,2,0,1,0.7109452736318408,0.7293445649665359,0
3024,8735-NBLWT,1,0,0,1,0.125,1,0,2,1,1,1,1,1,1,0,0,3,0.021393034825870627,0.019074544195707362,0
3025,6651-RLGGM,1,0,1,1,0.9305555555555555,1,2,2,1,1,1,1,1,1,2,0,3,0.0800995024875622,0.1927186706669744,0
3026,6127-ISGTU,0,0,1,0,0.2222222222222222,1,2,1,0,0,0,0,2,0,0,1,2,0.663681592039801,0.15687168243711055,1
3027,1614-JBEBI,0,0,0,0,0.1111111111111111,1,0,2,1,1,1,1,1,1,0,1,3,0.024378109452736302,0.013708746826678973,0
3028,8740-XLHDR,1,0,0,0,0.06944444444444445,0,1,0,2,2,2,2,0,0,0,1,3,0.24875621890547261,0.02310177705977383,1
3029,1208-DNHLN,1,0,1,1,0.3194444444444444,1,2,0,0,0,0,0,0,0,1,1,1,0.29950248756218906,0.12097276713593355,1
3030,1761-AEZZR,1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,2,0,0,1,2,0.6099502487562188,0.007010154627279021,1
3031,3923-CSIHK,0,1,1,0,0.6944444444444444,1,0,1,0,0,0,0,0,0,0,1,2,0.5253731343283582,0.395343872605585,1
3032,5696-EXCYS,1,0,0,0,0.2361111111111111,1,0,2,1,1,1,1,1,1,2,0,1,0.011940298507462671,0.0404165705054235,0
3033,5795-KTGUD,0,0,1,0,0.9444444444444444,1,2,1,2,2,2,0,2,2,2,1,0,0.9208955223880596,0.8694668820678514,0
3034,7120-RFMVS,1,0,0,0,0.013888888888888888,1,2,1,0,0,0,0,2,0,0,0,2,0.6592039800995024,0.007581352411723978,1
3035,7924-GJZFI,0,1,1,0,0.3472222222222222,1,0,1,0,0,0,0,0,0,0,1,2,0.507960199004975,0.2070505423494115,0
3036,4702-HDRKD,1,0,0,0,0.9305555555555555,0,1,0,2,0,2,2,2,0,1,1,0,0.309452736318408,0.38109277636741284,0
3037,8512-WIWYV,1,0,0,0,0.4444444444444444,1,0,2,1,1,1,1,1,1,1,0,1,0.020895522388059695,0.07947149780752366,0
3038,5897-ZYEKH,0,1,1,0,0.9305555555555555,1,2,1,2,2,0,0,2,2,1,1,2,0.8691542288557214,0.8185264251096238,0
3039,5456-ITGIC,1,1,1,0,1.0,0,1,0,2,2,2,2,2,2,2,1,1,0.4597014925373134,0.5333833371797831,0
3040,7317-GGVPB,1,0,1,0,0.986111111111111,1,2,1,0,2,2,2,2,2,2,1,1,0.8990049751243779,0.8853104084929609,1
3041,1406-PUQVY,1,0,0,1,0.013888888888888888,1,0,0,0,2,0,0,0,0,0,1,2,0.31492537313432833,0.0035887375951996307,0
3042,1322-AGOQM,1,0,0,0,0.6388888888888888,0,1,0,0,2,0,0,0,0,0,0,0,0.11990049751243781,0.1570851603969536,1
3043,3677-IYRBF,0,1,0,0,0.027777777777777776,0,1,0,0,0,2,0,0,0,0,1,2,0.12089552238805967,0.006906300484652667,1
3044,5692-FPTAH,0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,3,0.27014925373134324,0.003069466882067851,1
3045,9114-AAFQH,0,0,1,0,0.6666666666666666,1,0,0,0,2,2,0,0,2,1,1,2,0.4716417910447761,0.3549330717747519,0
3046,8715-KKTFG,0,0,1,0,0.8472222222222222,1,2,1,0,0,2,2,2,2,1,1,0,0.8462686567164178,0.7500057696745904,0
3047,1550-LOAHA,0,0,1,0,0.4444444444444444,1,0,1,0,2,0,0,0,2,0,0,0,0.6557213930348259,0.2962324024924994,1
3048,1728-BQDMA,0,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,0,0,0,2,0.2606965174129353,0.007373644126471267,0
3049,0268-QKIWO,0,0,0,0,0.041666666666666664,1,0,2,1,1,1,1,1,1,0,0,2,0.014925373134328346,0.004621509346872836,1
3050,0876-WDUUZ,0,0,0,0,0.06944444444444445,1,0,1,0,0,0,2,0,2,0,1,1,0.6681592039800995,0.04697669051465497,1
3051,5117-ZSMHQ,0,0,1,1,0.986111111111111,1,2,0,2,2,2,2,2,2,2,0,0,0.7129353233830846,0.7297369028386799,0
3052,5151-HQRDG,1,0,1,0,0.5138888888888888,1,2,0,2,0,0,0,0,0,0,1,3,0.36616915422885565,0.23216593584121856,0
3053,0960-HUWBM,1,0,1,1,0.9027777777777777,1,2,1,0,0,2,2,2,2,2,1,0,0.854228855721393,0.7709727671359335,0
3054,6465-GSRCL,0,0,0,1,0.9305555555555555,1,2,1,0,2,0,2,2,2,1,1,0,0.8791044776119402,0.8338218324486499,0
3055,0617-FHSGK,1,0,0,1,0.6805555555555555,1,2,1,0,0,0,0,0,0,0,0,1,0.5666666666666667,0.4222824832679437,1
3056,0263-FJTQO,1,0,1,1,0.6944444444444444,1,2,0,2,0,0,2,2,0,2,1,1,0.5199004975124378,0.40016732056312027,0
3057,7319-ZNRTR,1,0,1,1,0.3472222222222222,1,0,2,1,1,1,1,1,1,1,0,2,0.013432835820895522,0.04527463651050081,0
3058,2858-MOFSQ,0,0,0,1,0.2361111111111111,1,2,0,0,0,2,0,0,0,1,1,3,0.3741293532338309,0.10601200092314794,1
3059,7503-EPSZW,0,0,1,1,0.8888888888888888,1,2,2,1,1,1,1,1,1,2,1,3,0.057711442786069655,0.1777463651050081,0
3060,7089-XXAYG,1,0,1,0,0.3472222222222222,0,1,0,0,0,2,0,2,0,1,1,1,0.1975124378109453,0.10980844680360029,0
3061,8118-LSUEL,1,1,0,0,0.3194444444444444,1,2,1,0,2,2,0,2,2,0,1,2,0.8771144278606965,0.2844103392568659,1
3062,8070-AAWZP,1,1,1,0,0.3333333333333333,0,1,0,0,0,2,2,0,0,0,0,3,0.15920398009950248,0.09339949226863606,0
3063,1666-JXLKU,0,0,0,0,0.5138888888888888,1,2,1,0,0,2,0,2,2,0,1,2,0.8139303482587064,0.43754327255942765,0
3064,7855-DIWPO,0,0,0,0,0.29166666666666663,1,0,1,0,0,0,0,0,0,0,1,2,0.5014925373134329,0.17013616432033235,0
3065,5133-POWUA,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,3,0.2741293532338308,0.0031156242787906754,0
3066,5652-MSDEY,0,0,0,0,0.1388888888888889,1,2,1,0,0,0,0,0,0,0,1,3,0.572139303482587,0.08752596353565659,0
3067,7005-CCBKV,1,0,0,0,0.08333333333333333,1,0,1,0,2,0,0,0,2,0,1,2,0.6582089552238807,0.062029771520886234,1
3068,1810-BOHSY,1,0,1,0,0.7083333333333333,1,2,1,2,2,0,0,0,2,1,1,1,0.7776119402985074,0.5645338102930995,0
3069,1784-BXEFA,0,0,0,0,0.1388888888888889,1,0,2,1,1,1,1,1,1,0,1,3,0.02288557213930348,0.019449573044080314,0
3070,7351-MHQVU,0,0,0,0,0.08333333333333333,0,1,0,2,2,0,2,0,2,0,0,1,0.32537313432835824,0.03332564043387953,0
3071,9224-VTYID,1,0,1,1,0.6527777777777778,1,2,0,2,2,2,2,2,2,2,1,3,0.7189054726368159,0.4961400876990538,0
3072,9500-IWPXQ,0,0,1,1,0.8472222222222222,1,2,0,2,2,2,2,0,2,1,1,2,0.6084577114427862,0.5540906992845603,0
3073,5762-TJXGK,0,0,0,0,0.7222222222222222,0,1,0,2,2,2,0,2,2,2,1,0,0.4029850746268656,0.3484594968843757,0
3074,4504-YOULA,0,0,1,1,0.4861111111111111,1,2,0,2,2,0,0,0,0,0,1,1,0.4099502487562189,0.24441495499653823,0
3075,5569-IDSEY,1,0,1,0,0.986111111111111,1,2,1,0,2,2,0,2,2,1,1,0,0.8701492537313432,0.8600680821601662,0
3076,4250-FDVOU,0,0,0,0,0.08333333333333333,1,0,0,2,2,0,0,0,0,0,0,2,0.37810945273631835,0.042730210016155096,1
3077,7284-ZZLOH,1,0,1,0,0.625,1,0,0,2,0,2,0,0,0,2,0,1,0.3487562189054726,0.26280290791599353,0
3078,5277-ZLOOR,0,1,0,0,0.027777777777777776,1,2,1,0,0,0,0,2,0,0,1,2,0.6696517412935323,0.01946111239326102,1
3079,2141-RRYGO,0,0,0,0,0.05555555555555555,1,0,0,0,2,0,0,2,2,0,1,0,0.5014925373134329,0.0279771520886222,1
3080,1777-JYQPJ,1,0,0,0,0.027777777777777776,0,1,0,0,0,0,0,0,0,0,0,3,0.06019900497512437,0.00226748211400877,0
3081,6376-GAHQE,1,0,0,0,0.05555555555555555,1,0,1,0,0,0,0,2,0,0,0,2,0.5930348258706467,0.03235633510270021,1
3082,3401-URHDA,1,0,0,0,0.7083333333333333,1,2,0,2,0,0,2,0,0,1,0,1,0.4144278606965174,0.3490422340180014,0
3083,1599-EAHXY,1,0,1,1,0.8333333333333333,1,2,2,1,1,1,1,1,1,1,0,1,0.056716417910447736,0.17165935841218558,0
3084,8631-XVRZL,1,0,0,0,0.125,1,0,2,1,1,1,1,1,1,1,1,3,0.018905472636815884,0.016720516962843292,0
3085,5052-PNLOS,1,0,0,0,0.041666666666666664,1,2,1,0,2,2,0,2,2,0,1,0,0.8666666666666666,0.03513154858066005,1
3086,3853-LYGAM,1,0,0,0,0.2361111111111111,1,2,1,0,0,2,2,0,2,0,1,0,0.7701492537313434,0.18707592891760905,0
3087,6979-ZNSFF,0,0,0,0,0.1111111111111111,1,2,1,0,0,0,0,2,0,0,1,2,0.6845771144278606,0.08577198246018926,1
3088,5751-USDBL,1,0,1,1,0.6388888888888888,1,0,0,2,0,2,2,2,2,2,0,3,0.6243781094527363,0.44167435956612044,0
3089,5680-LQOGP,0,0,0,0,0.9444444444444444,1,0,0,2,2,2,2,2,2,2,1,1,0.6388059701492538,0.649411493191784,0
3090,2386-LAHRK,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,2,0,0,1,3,0.35074626865671643,0.004004154165705054,1
3091,8189-DUKMV,0,0,1,0,0.05555555555555555,1,0,2,1,1,1,1,1,1,1,0,0,0.02238805970149252,0.0069524578813754895,0
3092,6032-IGALN,0,0,0,0,0.013888888888888888,0,1,0,0,0,0,0,0,0,0,1,3,0.0681592039800995,0.000726978998384491,1
3093,9931-DCEZH,1,0,0,1,0.38888888888888884,1,0,0,0,2,0,2,0,0,1,1,1,0.3597014925373134,0.1728363720286176,0
3094,1898-JSNDC,0,0,0,0,0.5416666666666666,1,0,0,0,2,0,0,2,0,1,1,1,0.4014925373134328,0.25452342487883683,0
3095,0315-LVCRK,1,0,0,0,0.15277777777777776,1,0,1,0,0,2,0,0,2,0,0,2,0.6621890547263681,0.10038656819755366,0
3096,3911-RSNHI,0,0,1,0,0.986111111111111,0,1,0,0,2,2,2,2,2,2,1,1,0.4293532338308458,0.4952169397645973,0
3097,2410-CIYFZ,1,0,0,1,0.027777777777777776,1,0,2,1,1,1,1,1,1,0,0,3,0.021393034825870627,0.0027809831525501963,0
3098,4248-HCETZ,1,1,1,0,0.41666666666666663,1,0,1,0,2,2,0,0,0,0,1,3,0.6109452736318408,0.2707535195015001,1
3099,5505-OVWQW,0,0,0,0,0.2361111111111111,1,0,2,1,1,1,1,1,1,1,0,3,0.018905472636815884,0.03863951073159474,0
3100,7271-AJDTL,0,0,1,0,0.7638888888888888,1,2,1,0,2,2,0,2,0,0,1,1,0.7582089552238807,0.583233325640434,0
3101,1867-TJHTS,0,0,0,0,0.8055555555555555,1,2,1,2,0,0,0,0,0,0,1,0,0.6124378109452736,0.5201996307408262,0
3102,0516-WJVXC,0,0,0,0,0.06944444444444445,1,0,0,2,0,0,2,0,0,0,0,2,0.3577114427860697,0.033400646203554124,1
3103,9174-FKWZE,0,1,0,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,1,2,0.011940298507462671,7.500576967459007e-05,1
3104,6860-YRJZP,1,1,0,0,0.125,1,2,1,0,0,0,0,0,0,0,1,2,0.5552238805970149,0.07611931687052852,0
3105,4429-WYGFR,1,0,0,0,0.3611111111111111,1,0,0,0,0,0,2,0,0,0,0,0,0.30746268656716413,0.14060696976690515,0
3106,2817-LVCPP,0,0,0,0,0.6944444444444444,1,0,2,1,1,1,1,1,1,2,0,1,0.011442786069651711,0.11598776828986847,0
3107,5038-ETMLM,0,0,1,0,1.0,1,2,1,2,2,2,2,2,2,2,1,0,0.9492537313432835,0.9420666974382645,0
3108,5056-FIMPT,0,0,0,1,0.5972222222222222,1,0,1,2,2,0,2,2,2,1,1,1,0.873134328358209,0.5208285252711747,0
3109,4521-WFJAI,1,0,0,0,0.7777777777777777,1,2,2,1,1,1,1,1,1,2,1,0,0.07661691542288557,0.16446457419801525,0
3110,6569-KTMDU,0,0,0,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,0,3,0.008457711442786064,3.4618047542118394e-05,0
3111,8809-RIHDD,1,0,1,1,1.0,1,2,1,0,2,2,0,2,2,2,1,2,0.8472636815920399,0.8485864297253635,1
3112,8809-XKHMD,1,0,1,0,1.0,1,2,1,2,2,0,2,0,2,2,1,0,0.8189054726368158,0.8430994691899377,0
3113,0396-YCHWO,1,0,1,0,0.5,1,2,1,0,0,0,0,2,2,0,1,2,0.7676616915422886,0.39873067159012227,0
3114,0867-LDTTC,1,0,0,0,0.06944444444444445,1,0,0,0,0,2,2,2,2,0,0,0,0.5661691542288557,0.04313985691207016,0
3115,4822-NGOCH,0,0,0,0,0.18055555555555555,1,2,1,0,2,2,0,0,0,0,1,2,0.6587064676616915,0.11998615278098315,1
3116,9391-DXGGG,0,1,0,0,0.611111111111111,1,0,1,0,2,2,0,0,2,1,0,1,0.7054726368159204,0.4583371797830602,0
3117,9844-FELAJ,0,1,1,1,0.9722222222222222,1,2,1,0,2,2,2,2,2,1,1,2,0.8920398009950249,0.8604950380798524,0
3118,2122-SZZZD,1,0,0,0,0.611111111111111,1,0,2,1,1,1,1,1,1,1,0,1,0.01243781094527363,0.0942418647588276,0
3119,5307-DZCVC,0,1,1,0,0.4444444444444444,1,2,1,0,0,0,0,2,0,0,1,1,0.6736318407960199,0.3011539349180706,1
3120,3148-AOIQT,0,0,1,0,0.9583333333333333,1,2,2,1,1,1,1,1,1,2,1,1,0.06666666666666665,0.19611700900069237,0
3121,8679-JOEVF,0,1,0,0,0.2222222222222222,1,0,0,0,0,0,2,2,0,0,0,2,0.40945273631840795,0.11598199861527811,1
3122,8395-ETZKQ,1,1,1,1,0.9444444444444444,1,0,2,1,1,1,1,1,1,1,0,0,0.01243781094527363,0.13555850450034618,0
3123,6692-YQHXC,1,0,0,0,0.2222222222222222,1,0,1,0,0,0,0,0,0,0,1,1,0.5144278606965175,0.1369374567274406,0
3124,3889-VWBID,1,0,1,1,0.9444444444444444,1,0,0,2,2,0,2,2,2,2,0,0,0.6427860696517412,0.6643953381029309,0
3125,5222-JCXZT,1,0,0,0,0.05555555555555555,1,0,2,1,1,1,1,1,1,0,0,3,0.007462686567164173,0.006935148857604431,0
3126,9754-CLVZW,0,0,1,1,0.3611111111111111,0,1,0,2,2,0,2,0,0,0,0,1,0.20497512437810944,0.11612624048003695,0
3127,1432-FPAXX,0,0,0,0,0.40277777777777773,0,1,0,0,2,0,0,0,0,0,1,2,0.12288557213930351,0.09664781906300486,1
3128,2739-CCZMB,1,0,0,1,0.06944444444444445,1,0,2,1,1,1,1,1,1,0,0,1,0.020895522388059695,0.011908608354488807,0
3129,7080-TNUWP,1,0,1,0,0.9722222222222222,1,2,1,0,2,2,0,2,0,1,1,0,0.763681592039801,0.7597622894068774,0
3130,0496-AHOOK,1,0,1,0,0.3333333333333333,1,0,0,2,0,0,2,2,2,1,0,0,0.5587064676616916,0.1954881144703439,0
3131,8336-TAVKX,0,1,1,0,1.0,1,2,0,2,2,2,2,0,2,2,0,0,0.5990049751243781,0.6535252711747057,0
3132,2468-SJFLM,1,0,0,0,0.013888888888888888,1,0,1,0,0,0,2,0,0,0,1,3,0.5577114427860697,0.006404338795291945,0
3133,3181-VTHOE,1,0,1,0,0.9722222222222222,0,1,0,0,2,2,2,0,2,1,1,0,0.3263681592039801,0.41730325409646896,0
3134,7168-HDQHG,0,0,1,1,0.5,1,0,2,1,1,1,1,1,1,0,0,0,0.009452736318407956,0.07894068774521118,0
3135,4803-AXVYP,0,1,0,0,0.5277777777777778,1,2,1,0,0,0,2,2,2,0,1,2,0.8089552238805969,0.4287387491345488,1
3136,3884-HCSWG,0,0,0,0,0.2361111111111111,1,0,1,0,0,0,0,0,0,0,1,2,0.5149253731343283,0.1298984537272098,1
3137,4567-AKPIA,0,0,1,1,0.5694444444444444,1,2,1,0,2,2,2,2,2,1,1,0,0.9039800995024875,0.5118220632356335,0
3138,5077-DXTCG,0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,2,0.2691542288557213,0.0030579275328871443,1
3139,1142-WACZW,1,0,0,0,0.027777777777777776,0,1,0,0,0,0,2,0,0,0,0,0,0.11542288557213931,0.006554350334641125,1
3140,7901-HXJVA,1,0,0,0,0.19444444444444442,1,0,1,0,0,2,0,0,0,0,0,2,0.5791044776119403,0.12678859912300947,0
3141,5649-ANRML,1,1,0,0,0.027777777777777776,1,0,1,0,2,2,2,0,2,0,1,1,0.7646766169154228,0.01863027925225017,1
3142,4892-VLANZ,1,0,0,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,0,3,0.015422885572139305,0.00011539349180706175,1
3143,5924-IFQTT,1,0,1,1,0.18055555555555555,1,2,0,0,2,2,2,2,0,0,1,2,0.5427860696517413,0.10515231940918532,0
3144,7968-QUXNS,1,0,0,0,0.08333333333333333,1,0,2,1,1,1,1,1,1,0,0,3,0.006965174129353213,0.010541195476575123,0
3145,2919-HBCJO,0,0,0,0,0.05555555555555555,1,0,1,0,2,0,0,0,0,0,1,0,0.5810945273631841,0.03632587122086315,1
3146,4236-XPXAV,0,0,1,1,0.06944444444444445,1,0,1,0,2,0,2,2,2,0,1,3,0.8049751243781095,0.05149434571890146,1
3147,8903-WMRNW,0,0,1,0,0.20833333333333331,1,0,1,2,0,2,0,2,2,0,0,2,0.8308457711442786,0.1904684975767367,0
3148,2452-SNHFZ,0,0,0,0,0.6527777777777778,1,0,1,2,0,0,0,0,0,0,0,1,0.5691542288557214,0.406912070159243,0
3149,3629-WEAAM,0,0,0,0,0.1111111111111111,1,0,0,0,0,2,2,0,2,0,0,3,0.45621890547263677,0.055994691899376885,0
3150,6029-CSMJE,1,0,0,0,0.2361111111111111,0,1,0,0,0,0,0,0,0,0,1,3,0.07363184079601987,0.04862681744749597,0
3151,7993-NQLJE,1,0,1,1,0.20833333333333331,1,0,1,2,0,0,0,0,0,0,0,3,0.5656716417910447,0.13071197784444957,0
3152,9909-DFRJA,0,0,0,0,0.3611111111111111,1,0,1,2,0,2,2,0,2,1,1,0,0.772139303482587,0.28346988229863834,0
3153,9099-FTUHS,0,0,0,0,0.3194444444444444,1,2,0,2,0,0,0,0,0,0,0,2,0.3597014925373134,0.14198592199399954,0
3154,0581-BXBUB,0,1,0,0,0.05555555555555555,1,0,1,0,2,0,0,0,0,0,0,2,0.5422885572139303,0.034496884375721217,0
3155,4962-CHQPW,1,0,0,1,0.40277777777777773,1,0,2,1,1,1,1,1,1,1,0,3,0.015920398009950265,0.0595718901453958,0
3156,9467-ROOLM,0,0,0,0,0.3472222222222222,1,0,2,1,1,1,1,1,1,0,0,3,0.007960199004975133,0.05106162012462498,0
3157,3030-YZADT,1,0,0,0,0.125,1,0,0,0,0,0,0,0,0,0,0,3,0.2656716417910448,0.047565197322871,1
3158,7410-KTVFV,1,0,1,0,0.25,1,0,0,0,0,2,0,0,0,0,1,3,0.3114427860696517,0.09918647588276022,1
3159,5150-ITWWB,1,1,0,0,0.041666666666666664,1,2,1,0,0,0,0,2,2,0,1,2,0.7621890547263681,0.03657396722824833,0
3160,2253-KPMNB,0,0,1,1,0.9583333333333333,0,1,0,2,2,2,2,0,0,2,0,0,0.27860696517412936,0.3580198476805908,0
3161,1345-ZUKID,1,0,0,0,0.19444444444444442,1,0,2,1,1,1,1,1,1,1,0,3,0.010945273631840807,0.035310408492961,0
3162,6429-SHBCB,1,0,0,0,0.2638888888888889,1,2,0,0,0,0,0,2,2,0,0,3,0.5109452736318407,0.15875259635356567,0
3163,9281-OFDMF,1,1,0,0,0.5416666666666666,1,2,1,0,2,0,0,0,2,0,0,2,0.7208955223880598,0.3916974382644819,0
3164,2603-HVKCG,1,0,0,0,0.4305555555555555,1,0,1,0,2,2,0,2,2,0,1,2,0.827363184079602,0.36058735287329796,0
3165,1834-WULEG,1,0,1,1,0.3333333333333333,1,0,2,1,1,1,1,1,1,1,0,3,0.019900497512437804,0.04857489037618279,0
3166,9097-ZUBYC,1,0,1,0,0.19444444444444442,1,0,0,0,0,0,2,0,0,0,0,0,0.3039800995024875,0.07449803831063928,0
3167,5148-ORICT,0,0,1,0,0.8888888888888888,1,0,0,2,2,2,2,0,2,2,1,3,0.5582089552238805,0.5470516962843296,0
3168,4893-GYUJU,0,0,0,0,0.6944444444444444,1,0,2,1,1,1,1,1,1,1,1,3,0.010945273631840807,0.11703207939072237,0
3169,4578-PHJYZ,1,0,1,1,0.7222222222222222,1,0,0,0,2,2,2,2,0,1,1,2,0.5024875621890547,0.3997288252942534,0
3170,7272-QDCKA,1,0,0,0,0.38888888888888884,1,2,1,0,2,0,0,2,2,1,0,2,0.8154228855721393,0.30806023540272326,0
3171,8908-SLFCJ,0,0,0,0,0.29166666666666663,1,0,2,1,1,1,1,1,1,2,1,1,0.025870646766169153,0.04805561966305101,0
3172,8393-DLHGA,1,0,0,1,0.3472222222222222,1,0,1,0,2,0,0,2,2,0,1,2,0.772636815920398,0.2804004154165705,1
3173,9766-HGEDE,0,0,1,0,0.2361111111111111,1,0,2,1,1,1,1,1,1,1,0,3,0.010945273631840807,0.033256404338795294,0
3174,6968-MHOMU,1,0,1,0,0.8055555555555555,0,1,0,0,0,0,0,2,2,1,1,1,0.26616915422885573,0.30816408954534963,0
3175,7395-IGJOS,1,1,1,0,0.2361111111111111,1,0,1,0,0,0,0,0,2,0,0,0,0.6293532338308457,0.15121163166397417,1
3176,5044-XDPYX,0,0,1,0,0.7083333333333333,1,2,2,1,1,1,1,1,1,2,0,3,0.07213930348258707,0.14567851373182553,0
3177,1814-WFGVS,1,0,1,1,1.0,0,1,0,2,0,2,2,2,0,2,0,3,0.3049751243781094,0.40482344795753517,0
3178,2834-SPCJV,1,0,1,0,0.7222222222222222,1,0,1,2,0,0,0,2,0,0,0,2,0.6552238805970149,0.4996365105008077,1
3179,3721-WKIIL,0,0,0,0,0.375,1,0,2,1,1,1,1,1,1,2,1,3,0.013432835820895522,0.06258366028156012,0
3180,6734-CKRSM,0,0,0,0,0.041666666666666664,1,0,2,1,1,1,1,1,1,0,0,3,0.01741293532338306,0.005169628432956382,0
3181,1265-ZFOSD,0,0,1,0,0.8888888888888888,1,2,0,2,2,2,2,0,2,2,1,3,0.6273631840796019,0.5897184398799908,0
3182,6568-POCUI,0,0,1,0,0.625,1,0,1,0,0,0,2,2,2,2,1,1,0.7656716417910447,0.4923840295407339,0
3183,7890-VYYWG,1,1,1,0,0.041666666666666664,0,1,0,0,0,0,0,2,0,0,1,3,0.1810945273631841,0.00864297253634895,1
3184,5197-LQXXH,0,0,1,0,0.986111111111111,1,2,0,0,2,2,2,2,2,2,1,1,0.6472636815920397,0.6780175398107546,0
3185,9907-SWKKF,0,1,0,0,0.013888888888888888,0,1,0,0,0,0,0,0,0,0,0,3,0.06766169154228854,0.0007212093237941378,1
3186,3457-PQBYH,0,0,1,1,0.8055555555555555,1,0,2,1,1,1,1,1,1,2,0,1,0.020398009950248763,0.13177359796907456,0
